image_name,gender,height,weight,shoulder_size,waist_size,hip_size,arm_length,leg_size,ideal_dress_size,age_estimation,color_tone
person_7102.png,Female,172,68,46,98,105,61,94,M,58,Dark
person_8586.png,Male,171,74,35,85,108,66,97,L,28,Dark
person_4825.png,Female,177,56,46,83,108,70,94,S,36,Dark
person_8802.png,Female,162,90,38,100,97,53,94,S,19,Dark
person_3769.png,Male,190,69,36,93,95,64,81,XS,30,Light
person_0559.png,Male,159,64,46,98,80,67,90,M,56,Medium
person_7126.png,Female,173,60,49,93,89,52,98,S,38,Light
person_5286.png,Female,157,58,41,82,96,50,85,XL,40,Dark
person_6516.png,Female,182,59,48,68,106,63,86,XS,47,Dark
person_0628.png,Female,154,56,37,75,114,65,88,XS,60,Light
person_8473.png,Male,171,74,48,81,85,55,93,XL,52,Medium
person_1587.png,Male,172,99,37,63,89,58,92,XS,33,Dark
person_9526.png,Male,178,73,37,94,107,66,95,S,37,Light
person_1822.png,Male,167,53,48,62,88,58,84,S,60,Medium
person_0278.png,Male,153,64,40,98,108,53,90,L,48,Medium
person_2377.png,Male,169,92,44,62,83,55,94,S,35,Light
person_4002.png,Male,158,68,46,71,97,61,90,XS,57,Dark
person_7933.png,Female,184,78,40,76,89,66,91,S,43,Light
person_8299.png,Female,163,48,46,82,112,58,98,S,21,Dark
person_0284.png,Male,173,50,46,66,82,69,94,XS,59,Dark
person_2764.png,Female,184,96,37,93,103,63,91,L,43,Light
person_1139.png,Male,170,78,45,91,119,63,86,L,49,Light
person_6161.png,Female,159,61,50,68,87,63,91,L,21,Medium
person_7217.png,Female,179,91,48,98,110,64,82,M,58,Light
person_5396.png,Male,183,95,37,87,117,50,96,L,23,Medium
person_7572.png,Female,162,55,42,94,113,67,87,XS,43,Dark
person_0004.png,Male,166,98,50,62,95,52,82,XS,56,Dark
person_3475.png,Female,159,76,42,69,120,66,87,XL,28,Light
person_9688.png,Male,159,98,45,68,86,55,83,XL,29,Dark
person_2447.png,Male,157,99,48,62,116,58,92,M,50,Light
person_4370.png,Male,179,83,40,62,92,60,96,XL,49,Medium
person_0621.png,Female,168,72,40,82,86,63,90,L,37,Medium
person_6433.png,Male,160,70,35,63,84,53,84,XS,27,Medium
person_5495.png,Female,158,54,49,97,101,55,83,S,28,Medium
person_9605.png,Male,173,45,39,95,117,60,81,M,45,Light
person_3829.png,Male,176,97,42,98,89,63,90,L,47,Dark
person_4897.png,Male,167,88,42,71,110,57,84,S,41,Medium
person_0025.png,Female,166,59,48,83,102,59,100,M,55,Dark
person_0342.png,Female,157,81,37,72,97,70,82,S,20,Medium
person_2178.png,Female,185,77,45,89,84,65,85,S,41,Dark
person_8804.png,Female,185,50,46,96,85,58,100,XL,29,Medium
person_9968.png,Female,173,46,43,84,108,54,88,XL,22,Dark
person_1752.png,Male,150,94,45,79,84,58,96,S,30,Dark
person_9385.png,Female,187,81,37,91,81,62,100,S,58,Dark
person_8494.png,Male,161,57,47,66,112,67,90,S,42,Medium
person_2089.png,Female,186,77,37,82,102,61,93,XS,32,Medium
person_4339.png,Male,172,92,46,62,91,64,89,S,44,Light
person_1691.png,Female,166,89,45,93,117,69,95,S,57,Light
person_2810.png,Female,175,73,38,67,89,50,95,XL,27,Medium
person_2141.png,Male,174,59,47,83,113,69,80,M,28,Dark
person_1372.png,Female,175,71,36,82,113,59,95,L,38,Dark
person_2851.png,Male,159,50,49,64,114,59,91,XL,37,Dark
person_6966.png,Female,175,52,40,77,81,66,97,M,52,Medium
person_7190.png,Female,174,89,45,65,89,56,86,L,53,Medium
person_4861.png,Female,175,60,38,69,100,57,84,M,25,Dark
person_6426.png,Female,173,97,42,81,92,70,83,S,18,Medium
person_1433.png,Male,183,46,40,66,91,66,95,S,52,Medium
person_1069.png,Female,178,78,50,100,81,65,100,XL,25,Light
person_0586.png,Female,186,71,39,91,87,57,89,XS,51,Dark
person_6301.png,Female,155,100,38,66,109,69,81,M,29,Dark
person_9538.png,Male,159,65,40,90,97,59,92,M,46,Light
person_6250.png,Female,161,74,41,71,94,60,82,S,23,Dark
person_2751.png,Female,159,91,43,64,113,50,98,M,41,Dark
person_5518.png,Female,177,66,50,93,118,68,81,L,40,Light
person_6691.png,Male,159,57,48,94,81,64,82,XS,36,Dark
person_1087.png,Female,165,85,50,78,107,55,80,L,46,Light
person_8489.png,Male,150,64,47,82,104,53,90,XL,18,Dark
person_9795.png,Male,178,62,46,86,98,52,83,XS,43,Light
person_7273.png,Male,164,62,43,66,116,63,98,S,59,Dark
person_5215.png,Female,155,53,43,80,109,60,86,XS,19,Medium
person_3154.png,Female,188,75,42,61,116,58,89,XL,19,Light
person_0453.png,Female,190,73,48,66,98,60,91,S,32,Medium
person_1439.png,Male,154,64,44,62,91,67,88,L,44,Medium
person_6906.png,Female,178,91,37,63,86,53,97,M,25,Light
person_5117.png,Male,162,76,50,72,98,63,93,L,38,Medium
person_0599.png,Female,172,89,48,83,80,64,86,L,42,Medium
person_0241.png,Female,152,79,49,73,82,51,96,M,53,Dark
person_1731.png,Male,169,100,40,75,113,54,96,M,36,Dark
person_3990.png,Male,150,83,39,74,90,51,96,XL,46,Light
person_9688.png,Female,160,65,45,98,98,60,99,S,43,Light
person_3967.png,Female,152,60,37,80,97,67,80,S,60,Light
person_6165.png,Male,184,53,39,82,88,53,95,S,21,Medium
person_9216.png,Male,186,88,44,88,88,56,91,M,49,Dark
person_1997.png,Male,177,75,37,69,93,55,81,S,36,Light
person_0212.png,Male,158,77,38,78,104,52,94,XL,18,Light
person_1948.png,Male,179,66,48,67,97,68,97,XL,53,Light
person_3636.png,Male,162,70,49,87,97,60,93,M,54,Dark
person_7459.png,Male,166,45,42,68,87,67,86,XL,30,Light
person_0268.png,Female,174,64,47,100,107,69,80,S,49,Dark
person_4927.png,Female,180,62,37,100,93,57,83,S,28,Dark
person_1394.png,Female,164,87,47,98,99,67,85,XS,56,Light
person_8296.png,Male,175,69,38,86,120,63,84,M,55,Dark
person_9160.png,Female,186,94,35,68,112,70,93,XL,51,Light
person_9274.png,Female,171,59,37,82,80,65,85,XS,43,Medium
person_1439.png,Female,168,49,49,91,94,56,88,XL,36,Light
person_8495.png,Female,150,46,50,63,97,61,100,L,41,Light
person_9499.png,Female,167,86,48,84,102,52,88,S,22,Medium
person_7548.png,Female,155,52,50,87,112,58,82,XS,34,Medium
person_9246.png,Male,164,74,45,94,84,57,81,XS,30,Medium
person_6756.png,Male,151,64,43,60,98,68,94,S,33,Medium
person_2130.png,Female,172,87,39,100,104,68,89,XL,22,Medium
person_3953.png,Male,164,100,45,78,108,56,86,M,32,Dark
person_7820.png,Female,165,49,49,65,99,66,92,XL,50,Dark
person_8199.png,Female,160,46,37,70,94,57,96,L,24,Dark
person_0399.png,Male,152,95,42,73,117,63,88,XL,19,Dark
person_4875.png,Female,173,45,50,73,109,59,99,XL,35,Dark
person_1121.png,Male,169,49,36,64,104,65,99,L,47,Medium
person_2155.png,Male,188,80,36,69,104,51,96,L,27,Dark
person_3496.png,Male,163,74,41,71,97,65,95,M,24,Medium
person_7039.png,Female,182,99,48,62,94,70,91,S,31,Medium
person_0839.png,Female,183,79,42,89,111,68,100,S,21,Medium
person_5401.png,Female,151,93,50,99,83,67,89,XS,54,Dark
person_9796.png,Female,166,73,45,63,81,58,93,XS,53,Light
person_5192.png,Female,175,100,47,76,101,51,93,XS,22,Medium
person_1574.png,Female,175,45,46,63,114,58,80,S,28,Light
person_9281.png,Female,157,78,37,60,106,59,86,L,21,Medium
person_7163.png,Female,169,98,48,97,109,54,83,M,45,Light
person_4871.png,Male,174,91,50,76,87,55,98,S,39,Dark
person_1327.png,Male,185,81,42,95,93,66,86,S,43,Dark
person_1912.png,Male,190,86,42,73,117,55,84,M,46,Light
person_2536.png,Male,161,80,50,76,118,66,89,M,34,Light
person_9513.png,Female,152,81,35,63,98,58,85,XL,60,Light
person_5320.png,Male,152,99,44,77,99,67,89,S,28,Medium
person_8572.png,Female,181,90,38,79,115,56,82,M,55,Light
person_1293.png,Male,174,61,43,86,99,67,91,XS,53,Dark
person_9387.png,Male,152,76,44,62,95,61,96,S,59,Medium
person_2555.png,Female,167,58,41,81,90,57,95,S,48,Light
person_1462.png,Female,161,78,37,66,104,56,88,M,29,Light
person_1338.png,Male,150,52,45,72,84,65,86,XS,32,Medium
person_1553.png,Male,173,86,39,72,114,63,92,XS,26,Dark
person_8336.png,Female,179,100,35,99,113,57,84,XS,52,Light
person_2457.png,Male,177,78,36,92,119,68,91,XL,58,Light
person_1400.png,Male,161,66,45,81,90,52,92,M,50,Light
person_4952.png,Female,167,53,42,75,108,59,100,L,45,Light
person_1184.png,Male,157,57,49,97,100,59,92,XL,29,Dark
person_7851.png,Male,176,74,38,93,98,51,92,XS,48,Light
person_8720.png,Male,169,78,39,64,102,69,91,XS,26,Medium
person_9314.png,Male,180,85,47,70,116,56,100,XL,50,Dark
person_6203.png,Male,187,57,39,90,98,69,83,S,42,Medium
person_2723.png,Male,152,82,46,91,90,68,80,XL,28,Medium
person_2571.png,Male,186,60,43,87,97,52,89,M,28,Dark
person_9206.png,Male,168,91,47,87,93,60,84,S,52,Light
person_3987.png,Male,170,58,47,95,118,63,88,M,19,Medium
person_2308.png,Female,175,74,42,84,114,59,89,XL,24,Dark
person_6132.png,Male,155,82,35,70,87,59,98,M,32,Medium
person_6827.png,Female,166,66,41,92,92,67,98,S,27,Medium
person_5339.png,Female,174,84,45,74,94,65,82,L,45,Dark
person_1357.png,Male,160,85,41,87,103,70,94,XL,42,Medium
person_7818.png,Female,186,78,41,76,81,56,96,S,40,Light
person_0912.png,Male,159,81,43,89,116,58,89,L,44,Light
person_2349.png,Male,152,69,39,96,112,69,95,XS,28,Light
person_4583.png,Female,160,45,40,66,86,65,99,L,21,Light
person_1002.png,Male,158,50,35,67,105,67,88,XL,37,Dark
person_4875.png,Male,180,87,45,100,97,66,97,XS,28,Dark
person_8178.png,Male,159,82,36,84,96,65,97,S,34,Light
person_4809.png,Female,178,66,43,62,82,69,83,L,45,Dark
person_3182.png,Female,172,80,47,66,88,67,87,XL,55,Medium
person_8218.png,Female,154,46,41,92,111,55,88,L,57,Light
person_8209.png,Male,163,70,39,69,109,50,88,XL,33,Light
person_3588.png,Female,168,71,44,62,113,57,89,XS,44,Medium
person_0474.png,Female,176,69,46,76,80,54,90,XL,60,Medium
person_2517.png,Male,185,66,46,85,105,55,80,M,36,Dark
person_3115.png,Male,165,46,39,93,117,63,92,S,26,Medium
person_8934.png,Female,190,79,37,98,115,54,92,XL,54,Light
person_8843.png,Male,172,71,47,69,80,53,87,L,30,Dark
person_2344.png,Female,183,88,38,95,100,66,86,XS,30,Dark
person_8840.png,Male,187,52,44,94,84,63,96,XS,44,Dark
person_5373.png,Female,179,72,40,61,86,63,81,XL,32,Light
person_4233.png,Male,178,95,39,70,112,53,88,L,49,Light
person_4435.png,Male,168,79,42,100,93,54,86,XL,59,Dark
person_4433.png,Female,176,65,48,77,97,67,99,M,45,Light
person_9493.png,Male,157,94,44,75,95,64,89,M,27,Medium
person_6900.png,Female,161,71,50,80,119,50,88,XS,48,Light
person_8118.png,Male,166,63,47,72,102,68,83,S,20,Dark
person_0894.png,Female,180,92,47,72,89,70,84,S,23,Medium
person_9083.png,Female,164,63,46,98,114,57,85,XL,21,Light
person_7825.png,Female,162,96,37,66,118,60,88,XS,49,Light
person_5534.png,Male,183,98,45,65,107,54,84,S,25,Dark
person_8900.png,Female,155,62,50,84,105,52,89,XL,29,Medium
person_6146.png,Male,163,66,39,65,99,54,85,XS,28,Dark
person_5271.png,Female,169,77,49,96,87,51,86,XL,45,Dark
person_4601.png,Male,166,79,40,62,80,68,92,S,59,Light
person_3698.png,Female,188,82,40,69,92,53,92,M,39,Medium
person_2848.png,Male,166,99,49,70,84,68,96,XS,41,Medium
person_9523.png,Female,184,60,46,80,101,65,84,M,26,Light
person_7387.png,Male,150,75,50,83,86,58,92,S,51,Medium
person_4542.png,Female,179,68,40,92,96,63,83,L,39,Dark
person_4605.png,Male,162,53,44,99,117,53,100,XL,42,Dark
person_4921.png,Female,151,85,38,81,114,66,100,XS,36,Light
person_3360.png,Male,163,97,46,63,116,65,99,L,25,Dark
person_1885.png,Female,185,94,38,63,88,62,80,M,31,Light
person_3388.png,Female,171,85,37,78,117,66,98,M,36,Medium
person_9675.png,Female,151,60,43,92,93,55,98,L,59,Dark
person_4558.png,Female,163,46,41,79,97,62,96,XL,41,Medium
person_6071.png,Female,170,55,44,81,81,53,86,L,25,Dark
person_2358.png,Female,160,58,45,75,120,52,100,M,55,Medium
person_9731.png,Male,170,51,44,93,107,54,83,S,29,Dark
person_5368.png,Female,183,92,48,80,92,65,82,XS,38,Medium
person_3191.png,Female,151,55,45,72,117,56,98,M,49,Dark
person_6337.png,Female,154,84,44,83,99,50,80,M,37,Light
person_5583.png,Female,181,80,36,69,97,59,96,L,25,Dark
person_0805.png,Male,158,79,42,82,82,52,95,XS,48,Light
person_9184.png,Female,178,92,45,88,80,55,87,XS,37,Medium
person_6524.png,Female,174,55,41,65,81,56,94,S,57,Light
person_7934.png,Male,187,71,41,93,109,57,80,XS,59,Light
person_2942.png,Female,184,66,36,63,120,67,86,L,52,Dark
person_3875.png,Female,153,55,37,100,119,51,86,XL,40,Dark
person_0495.png,Male,187,79,48,90,89,54,97,S,34,Light
person_2383.png,Female,154,78,49,87,90,60,89,L,47,Dark
person_9591.png,Female,188,60,45,89,110,55,90,XL,48,Medium
person_1437.png,Male,169,60,39,75,119,53,91,L,57,Dark
person_3501.png,Male,178,100,41,89,94,53,94,L,24,Dark
person_2840.png,Female,162,55,45,99,85,66,85,M,22,Dark
person_4383.png,Male,179,94,39,99,94,69,86,XL,36,Dark
person_6151.png,Female,169,99,47,98,96,50,97,L,34,Light
person_1518.png,Male,189,84,36,86,104,67,94,XS,38,Dark
person_0236.png,Male,157,70,40,86,104,66,100,XS,58,Dark
person_1211.png,Male,158,75,35,95,110,66,95,XS,44,Light
person_9963.png,Male,165,90,35,84,107,56,87,XL,39,Medium
person_7559.png,Male,151,60,36,73,106,50,89,M,45,Dark
person_3001.png,Female,168,47,40,94,120,63,83,L,57,Light
person_7653.png,Male,153,46,44,78,90,52,93,L,56,Light
person_2996.png,Female,166,49,38,90,114,53,83,XL,51,Medium
person_7802.png,Male,164,69,47,71,94,56,91,XS,39,Medium
person_2592.png,Female,154,54,38,75,89,53,85,XL,51,Light
person_1788.png,Male,150,60,35,88,86,59,91,XS,33,Light
person_6337.png,Female,167,95,36,98,82,59,81,S,52,Light
person_7969.png,Female,190,79,41,69,111,66,90,XL,41,Dark
person_7859.png,Female,159,67,39,74,115,69,80,S,29,Medium
person_3465.png,Female,166,77,49,82,105,55,91,XS,19,Medium
person_4886.png,Female,160,67,43,95,97,52,89,L,48,Dark
person_4849.png,Male,188,59,38,61,84,55,81,L,30,Dark
person_6550.png,Female,189,60,48,100,89,57,100,L,46,Medium
person_3625.png,Male,176,94,43,62,93,67,96,XL,58,Medium
person_7503.png,Male,164,79,44,70,96,62,90,S,28,Dark
person_7624.png,Male,154,83,46,63,93,56,88,M,23,Medium
person_2425.png,Male,166,73,35,91,99,64,94,XL,49,Medium
person_1450.png,Male,159,87,37,85,91,63,100,M,39,Dark
person_8407.png,Male,190,65,41,68,117,64,93,S,28,Medium
person_1295.png,Female,154,98,36,95,81,70,84,M,44,Medium
person_1782.png,Female,157,50,47,72,105,57,90,S,33,Dark
person_5987.png,Male,153,69,47,95,99,69,81,XL,44,Medium
person_9953.png,Male,159,48,38,60,95,58,85,S,38,Dark
person_9833.png,Male,157,56,41,64,117,62,95,L,19,Medium
person_9746.png,Male,180,75,35,88,120,51,87,S,52,Light
person_5366.png,Male,158,45,39,94,120,55,87,XL,40,Dark
person_8653.png,Female,173,68,49,82,106,51,94,XL,34,Dark
person_6604.png,Female,179,49,44,60,94,59,80,L,35,Dark
person_2728.png,Female,184,76,43,73,115,65,85,L,42,Dark
person_7889.png,Male,171,63,38,85,111,52,81,XL,23,Dark
